espanol,quechua_texto,cluster_id,cluster_label,tema_clean,tipo_habla_clean,nivel_formalidad
Me duele la mano.,Makiy nanashan.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
No puedo ver bien.,Manan allintachu rikhuni.,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,lectura,formal
Tengo la boca seca.,Simiymi ch’akishani.,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,lectura,formal
Me duele el hombro.,Rikraymi nanawan.,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,lectura,formal
Siento hormigueo.,Aychaymi susunkayashan.,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,lectura,formal
Tengo estreñimiento.,Empachohuanmi kashani.,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,lectura,formal
¿Qué le duele?,Imaikin nanan.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Abra la boca.,Simiykita kichay.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
Respire profundo.,Allinta samay.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,lectura,formal
Saque la lengua.,Qalluykita horqomuy.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
Siéntese aquí.,Kaypi tiyaikuy,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Échese de espaldas.,wasampanmantan wischukuy,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,lectura,formal
¿Tiene alergias?,Ima hampitapas manchakunki?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
Tome aire.,tranquilisarikuy.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,lectura,formal
No se mueva.,Ama kuyuriychu.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
¿Desde cuándo duele?,Hayk’aqmantan nanasunki?.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Vamos a pesarlo.,pesasayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
Muestre su herida.,qayachiway nanayniquita.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Comió algo hoy?,Mikhurqankichu kunan unchay.,0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,lectura,formal
Tapa tu nariz.,sinqaykita wiskay.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
Mire hacia arriba.,Wichayta qhaway.,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,lectura,formal
¿Toma medicamentos?,hampita tomanquichu?,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
Estire el brazo.,makikita chut'ari.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
¿Duele aquí?,kaipichu nanashasunki.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Relaje el cuerpo.,Cuerpoykita samachiy.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Levante la polera.,Poleraykita hoqariy.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
Cierre los ojos.,Ñawiykita ch’illmiy.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Póngase la bata.,bataykita churakuy.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Ha tenido hijos?,Wawayoqchu kanchu?.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Camine un poco.,puriri hoq chikanta.,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
Doble la pierna.,Chakiykita hunkuy.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
¿Le duele mucho?,nishutachu nanasunki.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Espere su turno.,Turnoykita suyay.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
¿A qué hora empezó?,Ima horatan qallariran?.,10,INSTRUCCIONES_MEDICACION_DOSIS,DIAGNOSTICO,lectura,formal
Necesitamos sangre.,yawarta mascashayku.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
Pase al consultorio.,Consultorioman haykumuy.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
¿Duerme bien?,allintachu puñunki?.,7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,lectura,formal
Escuche mi voz.,uyariy Kunkayta.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Señale el dolor.,Maykin nanashan.,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,lectura,formal
¿Tiene mareos?,Umayki muyunchu?.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,lectura,formal
Baje el pantalón.,Pantalonniykita uraya chikuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,lectura,formal
¿Está embarazada?,Wiksayoqchu kashanki?.,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,lectura,formal
Abra bien los ojos.,Ñawiykita allinta kichay.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
¿Usa lentes?,Lentesta churakunkichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,lectura,formal
Tapa un oído.,Hoq ninriykita wiskay.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Suelte el aire.,kachari Samayniykita .,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,lectura,formal
¿Sufre del corazón?,Sonqoykimantachu onqonki?,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
¿Le operaron antes?,operachikuranquichu ñaupacta,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
Póngase de pie.,Sayariy.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Tiene algún golpe?,maynikin nanashan.,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,lectura,formal
Venga por aquí.,hamuy queininta.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,lectura,formal
¿Tose sangre?,Yawartachu t’uqunki?.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
Descanse un rato.,samayurui hoq chikanta.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,lectura,formal
¿Siente este pinchazo?,qeyta reparanquichu.,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,lectura,formal
¿Duele al presionar?,nananshu Ñit’iypti.,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,lectura,formal
Todo estará bien.,Allinmi kanki.,7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,lectura,formal
¿Desde cuándo tiene fiebre?,Hayk'aqmantataq ruphayniyoq kanki?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
¿Le duele la garganta al tragar?,Nanasunkichu kunkayki millp'uqtiyki?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,lectura,formal
¿Ha tenido tos en los últimos días?,Qhipa p'unchaykunapi uqhuyniyoqchu karanki?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,lectura,formal
Voy a revisar su presión arterial.,Yawarniki ñit'iyta qhawasaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Respire profundo por favor.,Ama hina kaspa sinchita samay.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,lectura,formal
Debe tomar esta medicina cada ocho horas.,Kay hampita sapa pusaq horapi upyanayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
Necesita descansar durante tres días.,Kimsa p'unchayta samanayky.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Debe beber bastante agua.,Achka unuta upyanayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
¿Tiene dolor de cabeza?,Umaykipi nanayniyuqchu kanki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,lectura,formal
Vamos a hacer un análisis de sangre.,Yawarniyki manta qhawariyta ruwasun.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
¿Ha sentido mareos recientemente?,Kunan p'unchaykunapi umayki muyusunki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,lectura,formal
Debe aplicarse esta vacuna hoy.,Kunan p'unchay kay T'irpunata churakuy.,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,lectura,formal
Regrese para control en una semana.,Huk semana qhipaman kutimuy qhawarinaypaq.,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,lectura,formal
Evite comer alimentos grasosos.,Ama wirayuq mikhunata mikhuychu.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
¿Tiene alergia a algún medicamento?,Hampikunaman alergiayuqchu kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,lectura,formal
¿Ha tenido vómitos?,Aqtukurankichu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,lectura,formal
¿Siente dolor en el estómago?,Wiksaykipi nanayniyuqchu kanki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,lectura,formal
Debe tomar el antibiótico por siete días.,Kay antibiyotikunata qanchis p'unchay upyanayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
Evite el esfuerzo físico.,Ama kallpachakuychu.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Debe lavarse las manos frecuentemente.,Makiykikunata sapa kutin maqllinayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
¿Tiene dificultad para respirar?,Samayta atipakunkichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,lectura,formal
Debe controlar su temperatura diariamente.,Sapa p'unchay ruphayniykita qhawarinayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Le voy a recetar un analgésico.,Huk nanay chinkachiq hampita qollasayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
¿Tiene antecedentes de diabetes?,Diabetis unquy ñawpaqmantachu kan?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,lectura,formal
Debe acudir inmediatamente si empeora.,Aswan millaykaptinqa usqayllata hamuy.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
¿Le duele el pecho?,Sonqoykipi nanayniyuqchu kanki?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,lectura,formal
Necesita hacerse una radiografía.,Radiografiata ruwachikunayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Debe evitar el consumo de alcohol.,Ama alkulta upyankichu.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Debe dormir al menos ocho horas.,Pusaq horata puñunayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
¿Tiene diarrea?,q'echayuchu kanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,lectura,formal
Debe mantener una dieta balanceada.,Allin mikhuykunata mikhunayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Le haré un examen físico completo.,Llapan kuerpuykita qhawasaq.,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,lectura,formal
Debe regresar en tres días.,Kimsa p'unchay qhipaman kutimunayki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
Debe tomar la pastilla después de comer.,Mikhuspa qhipaman pastillata upyanayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
¿Tiene dolor en las articulaciones?,Tulluykikunapi nanayniyuqchu kanki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,lectura,formal
Debe evitar el frío.,Ama chiriyman riychu.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Voy a medir su nivel de azúcar.,Azukarniykita qhawasayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Debe completar todo el tratamiento.,Llapan hampita tukunayki.,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,lectura,formal
¿Ha tenido escalofríos?,Chhirimanchayniyuqchu kanki?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,lectura,formal
Debe usar mascarilla si tiene tos.,Uqhuyniyoq kaspa maskarata churakuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,lectura,formal
Le recomiendo reposo absoluto.,Sumaq samayta ruwanayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
¿Tiene náuseas?,sunqukutichikuytachi ruwasasunki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,lectura,formal
Debe hidratarse constantemente.,Sapa kuti unuta ujanayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Necesita una prueba de laboratorio.,Laboratoriopi qhawachikunayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Debe vacunarse contra la influenza.,Influenza unquymanta t'irpuchikunayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Regrese si presenta nuevos síntomas.,Musuq nanaykuna kaptinqa kutimunayki.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Debe evitar automedicarse.,Ama kikillayki hampikunkichu.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,lectura,formal
Voy a escuchar sus pulmones.,Pulmonniykita uyarisayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,lectura,formal
Debe tomar abundante líquido.,Achka unuta millp'unaki.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,lectura,formal
¿Ha perdido el apetito?,Mikhuy munayniykita chinkachinkichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,lectura,formal
Lávese las manos.,makiykichikta makllikuychik,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Use mascarilla.,maskarillata churakuy,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Vacune a su hijo.,Wawaykita vacunachiy.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Coma verduras.,Q’umir qhurakunata mikhuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Hierva el agua.,unuta t'impuchiy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Limpie su casa.,Wasiykita pichay.,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,lectura,formal
Ventile el cuarto.,Cuartoykita wayrachiy.,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,lectura,formal
No fume tabaco.,Ama sayrita ukyaychu.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Haga ejercicio.,Cuerpoykita kuyuchiy.,11,SINTOMAS_DIGESTIVOS_MALESTAR,PREVENCION,lectura,formal
Beba agua pura.,Ch’uya unuta ukyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Cepille sus dientes.,Kiruykita machakuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Use ropa limpia.,Ch’uya p’achata churakuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Coma a su hora.,timpullampi mukhuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Traiga su carnet.,Carnetniykita apamuy.,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,lectura,formal
Cuide su peso.,Llasayniykita qhaway.,9,OBSERVACION_CAMBIOS_SINTOMAS,SEGUIMIENTO,lectura,formal
Vuelva mañana.,Paqarin kutimuy.,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,lectura,formal
No falte a cita.,citaykiman hamunkipuni,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SEGUIMIENTO,lectura,formal
¿Cómo se siente?,imahinan kachkanki,9,OBSERVACION_CAMBIOS_SINTOMAS,SEGUIMIENTO,lectura,formal
Ya está sano.,¿allinñachu kachkanki?,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,lectura,formal
Coma lentejas.,Lentejasta mikhuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Use zapatos.,usutata churakuy,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Evite moscas.,Ch’uspikunamanta amachakuy.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Lave las frutas.,Rurukunata maylliy.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Duerma temprano.,Utqaylla puñuy.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Cuide sus ojos.,Ñawiykita qhaway.,2,DOLOR_LOCALIZADO_ESPECIFICO,PREVENCION,lectura,formal
No use basura.,q'upataqa wikch'upuy/ q'upataqa wikch'uy,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Mate los piojos.,usakunata sipiy,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Corte sus uñas.,Silluykita kuchuy.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Use repelente.,Repelenteta churakuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Tape la comida.,mikhunata tapay,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
No beba del río.,ama mayu unutaqa upyaychu,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Use letrina.,letrinapi hisp'ay,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Beba leche fresca.,llamp'u ñukñuta upyay,7,PROBLEMAS_FUNCIONALES_SUENO,PREVENCION,lectura,formal
Coma huevo.,Runtuta mikhuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
No ande descalzo.,Ama q’ala chaki puriychu.,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,lectura,formal
Use sombrero.,Sombreroykita churakuy.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Lave su ropa.,P’achaykita t’aqsay.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Evite el humo.,Q’osñimanta amachakuy.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,lectura,formal
Coma pescado.,Challwata mikhuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Tome vitaminas.,Vitaminasta ukyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Venga al control.,Controlniykiman hamuy.,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,lectura,formal
Traiga al bebé.,wawata apamuy,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,lectura,formal
¿Mejoró el dolor?,imaynan nanayniyki kachakan?,3,EVALUACION_INTENSIDAD_DOLOR,SEGUIMIENTO,lectura,formal
No use salitre.,Ama kachita ukyaychu.,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Coma quinua.,kuñuata mikhuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Beba mate caliente.,q'uñi matita upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,lectura,formal
Use jaboncillo.,jabonwan mariykita makllikuy,9,OBSERVACION_CAMBIOS_SINTOMAS,PREVENCION,lectura,formal
Cuide su sangre.,Yawarniykita qhaway.,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,lectura,formal
Vuelva en un mes.,huk killamanta kutimuyki,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,lectura,formal
Gracias doctor.,Añay doctor.,6,SINTOMAS_SISTEMICOS_PIEL,SEGUIMIENTO,lectura,formal
¿Cómo se siente el día de hoy?,Imayna kashanki kunan punchawpi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
¿Dónde empezó el dolor?,Maypitaq qallarin chay nanay?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿El dolor es fuerte o leve?,Sinchichu utaq pisillachu chay nanay?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,formal
¿Te duele más en la noche?,Sinchichu tuta nanasunqui?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,formal
¿Puedes mover el brazo sin dolor?,Rikraykita kuyuyta atinkichu mana nanaywan?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,formal
Te voy a medir la temperatura.,Ruphaykita tupaysaki kunan.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Voy a revisar tu presión arterial.,Yawar ñit’iykita tupusqayki.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Respira profundo por favor.,Allinta samayta apay.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,dialogo_medico,formal
Siéntate aquí para revisarte.,"Kaypi tiay, qhawaykusqayki.",1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
Ponte de pie despacio.,Pisillawan sayariy.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Es una infección leve.,Kay onqoy pisilla.,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Necesitas tratamiento rápido.,Usqhaytaa hampichikuyta necesitanki,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,formal
Toma esta medicina todos los días.,Kay hampita sapa punchay ujayunki.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Aplica la pomada en la herida.,Chay hampita churay llagaman,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
Lava tus manos antes de comer.,Manaraq mihunki maylliy makiykita.,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,formal
Bebe agua hervida.,Uhay unu thimputa,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,formal
Descansa y no trabajes mucho.,"Samay, ama  llamk’aychu sinchiyta.",1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,formal
Regresa en tres días para control.,Kimsa punchawpi kutimunki qhawasaki.,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,formal
No comas comida grasosa.,Ama mihunkichu qhurpu mihunata.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Te duele el pecho al respirar?,Nanasunkicho q’asqoykita samayoctiki?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
Tienes presión alta.,Yawar sinchi kanki.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Tienes presión baja.,Yawar pisi kanki.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
¿Desde cuándo tienes fiebre?,Hayk’aqmantataq ruphay kanki?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,formal
Es un dolor muscular.,Kayqa aycha nanaymi.,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,formal
Es un dolor de hueso.,Kayqa tullu nanaymi.,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Voy a desinfectar la herida.,Chy llagata hampisaq,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
Coloca la venda correctamente.,Allinta watayta churay.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,formal
Tienes tos seca.,Kan kashanki chaqui uhuyuq,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Tienes tos con flema.,Kan uhushanki qotuyucta,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,formal
Hay flema en tu pecho.,Q’asqoykipi q'oto kashan.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,dialogo_medico,formal
No es una enfermedad grave.,Mana onqoyniqui sinchichu.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
Puede ser grave si no te tratas.,Mana hampikuctiqui peorasunquiman.,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Toma solo esta dosis.,Kay q’ipi hampillata upyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Vamos a cambiar la medicina.,Hampita kutichisunchik.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
¿Tienes picazón en la piel?,Qaraykipichu seqsin?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
Tu piel está sana.,Qarayki allinmi kashan.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
Hay inflamación en esa parte.,Chaypi punkiy kan.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
No bebas alcohol por ahora.,Kunanqa ama upyaychu.,0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,dialogo_medico,formal
Come solo comida ligera.,Pisilla mikhuyta mikhuy.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,formal
Te haré una revisión completa.,Tukuypi qhaway ruwasqayki.,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,formal
¿Tienes dificultad para caminar?,Puriyta sasachankichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
Te falta el aire al caminar.,Purishaspa samayta chinkachkanki.,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
Mejorarás pronto con el tratamiento.,Hampiwanta utqay allinyanki.,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,formal
Necesitas descansar más.,Munanki aswanta samayta,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
