espanol,quechua_texto,cluster_id,cluster_label,tipo_habla,nivel_formalidad,tema
Tengo mucha sed.,Sinchi ch’akiywanmi kashani.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
He perdido peso.,Tulluyapushanimi.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
No tengo apetito.,Manan mikhunay yachanchu.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Siento mucho frío.,Sinchi chiriywanmi kashani.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Me duele el cuello.,Kunkaymi k’uyukun.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Tengo un bulto aquí.,Kaypin ch’upu rikhurimuwan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Me duele al orinar.,Hisp’aymi nanawan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Mi cara está hinchada.,Uyaymi punkiyashan.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
Siento calambres.,Aychaymi k’itukun.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Tengo herida en la boca.,Simiypi k’iri kashan.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
Me arde el estómago.,Wiksaymi rawrashan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
No puedo caminar.,Manan puriyta atinichu.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Me duele la rodilla.,Muquymi nanawan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Tengo mucha flema.,Sinchi q’uytan kashan.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
Siento palpitaciones.,Sonqoymi p’itishan.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Me duelen los oídos.,Ninriykunami nanawan.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Tengo manchas rojas.,Puka t’uquykunami rikhurimuwan.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Siento debilidad.,Kallpaymi pisiyashan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Tengo ronquera.,Kunkaymi ch’akiyapun.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Me duele el hígado.,Kukupiniymi nanashan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Tengo mucho vómito.,Sinchitan amuyapushani.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Me duele la mano.,Makiy nanashan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
No puedo ver bien.,Manan allintachu rikhuni.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,sintomas
Tengo la boca seca.,Simiymi ch’akishani.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
Me duele el hombro.,Rikraymi nanawan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Siento hormigueo.,Aychaymi susunkayashan.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Tengo estreñimiento.,Empachohuanmi kashani.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,sintomas
¿Qué le duele?,Imaikin nanan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Abra la boca.,Simiykita kichay.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Respire profundo.,Allinta samay.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Saque la lengua.,Qalluykita horqomuy.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
Siéntese aquí.,Kaypi tiyaikuy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Échese de espaldas.,wasampanmantan wischukuy,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
¿Tiene alergias?,Ima hampitapas manchakunki?,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
Tome aire.,tranquilisarikuy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
No se mueva.,Ama kuyuriychu.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
¿Desde cuándo duele?,Hayk’aqmantan nanasunki?.,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
Vamos a pesarlo.,pesasayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
Muestre su herida.,qayachiway nanayniquita.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Comió algo hoy?,Mikhurqankichu kunan unchay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
Tapa tu nariz.,sinqaykita wiskay.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Mire hacia arriba.,Wichayta qhaway.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
¿Toma medicamentos?,hampita tomanquichu?,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
Estire el brazo.,makikita chut'ari.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Duele aquí?,kaipichu nanashasunki.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Relaje el cuerpo.,Cuerpoykita samachiy.,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
Levante la polera.,Poleraykita hoqariy.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
Cierre los ojos.,Ñawiykita ch’illmiy.,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
Póngase la bata.,bataykita churakuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
¿Ha tenido hijos?,Wawayoqchu kanchu?.,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
Camine un poco.,puriri hoq chikanta.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Doble la pierna.,Chakiykita hunkuy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Le duele mucho?,nishutachu nanasunki.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Espere su turno.,Turnoykita suyay.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿A qué hora empezó?,Ima horatan qallariran?.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Necesitamos sangre.,yawarta mascashayku.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
Pase al consultorio.,Consultorioman haykumuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,diagnostico
¿Duerme bien?,allintachu puñunki?.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
Escuche mi voz.,uyariy Kunkayta.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Señale el dolor.,Maykin nanashan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Tiene mareos?,Umayki muyunchu?.,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
Baje el pantalón.,Pantalonniykita uraya chikuy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Está embarazada?,Wiksayoqchu kashanki?.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,diagnostico
Abra bien los ojos.,Ñawiykita allinta kichay.,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
¿Usa lentes?,Lentesta churakunkichu?,1,DOLOR_LOCALIZADO,lectura,formal,diagnostico
Tapa un oído.,Hoq ninriykita wiskay.,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
Suelte el aire.,kachari Samayniykita .,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Sufre del corazón?,Sonqoykimantachu onqonki?,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
¿Le operaron antes?,operachikuranquichu ñaupacta,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,diagnostico
Póngase de pie.,Sayariy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Tiene algún golpe?,maynikin nanashan.,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
Venga por aquí.,hamuy queininta.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
¿Tose sangre?,Yawartachu t’uqunki?.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Descanse un rato.,samayurui hoq chikanta.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
¿Siente este pinchazo?,qeyta reparanquichu.,0,GESTION_SALUD_GENERAL,lectura,formal,diagnostico
¿Duele al presionar?,nananshu Ñit’iypti.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,diagnostico
Todo estará bien.,Allinmi kanki.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,diagnostico
¿Desde cuándo tiene fiebre?,Hayk'aqmantataq ruphayniyoq kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
¿Le duele la garganta al tragar?,Nanasunkichu kunkayki millp'uqtiyki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
¿Ha tenido tos en los últimos días?,Qhipa p'unchaykunapi uqhuyniyoqchu karanki?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Voy a revisar su presión arterial.,Yawarniki ñit'iyta qhawasaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Respire profundo por favor.,Ama hina kaspa sinchita samay.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Debe tomar esta medicina cada ocho horas.,Kay hampita sapa pusaq horapi upyanayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Necesita descansar durante tres días.,Kimsa p'unchayta samanayky.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe beber bastante agua.,Achka unuta upyanayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Tiene dolor de cabeza?,Umaykipi nanayniyuqchu kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Vamos a hacer un análisis de sangre.,Yawarniyki manta qhawariyta ruwasun.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
¿Ha sentido mareos recientemente?,Kunan p'unchaykunapi umayki muyusunki?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Debe aplicarse esta vacuna hoy.,Kunan p'unchay kay T'irpunata churakuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Regrese para control en una semana.,Huk semana qhipaman kutimuy qhawarinaypaq.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Evite comer alimentos grasosos.,Ama wirayuq mikhunata mikhuychu.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
¿Tiene alergia a algún medicamento?,Hampikunaman alergiayuqchu kanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,sintomas
¿Ha tenido vómitos?,Aqtukurankichu?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
¿Siente dolor en el estómago?,Wiksaykipi nanayniyuqchu kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Debe tomar el antibiótico por siete días.,Kay antibiyotikunata qanchis p'unchay upyanayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Evite el esfuerzo físico.,Ama kallpachakuychu.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Debe lavarse las manos frecuentemente.,Makiykikunata sapa kutin maqllinayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Tiene dificultad para respirar?,Samayta atipakunkichu?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Debe controlar su temperatura diariamente.,Sapa p'unchay ruphayniykita qhawarinayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Le voy a recetar un analgésico.,Huk nanay chinkachiq hampita qollasayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
¿Tiene antecedentes de diabetes?,Diabetis unquy ñawpaqmantachu kan?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Debe acudir inmediatamente si empeora.,Aswan millaykaptinqa usqayllata hamuy.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,sintomas
¿Le duele el pecho?,Sonqoykipi nanayniyuqchu kanki?,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Necesita hacerse una radiografía.,Radiografiata ruwachikunayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe evitar el consumo de alcohol.,Ama alkulta upyankichu.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Debe dormir al menos ocho horas.,Pusaq horata puñunayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Tiene diarrea?,q'echayuchu kanki?,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,sintomas
Debe mantener una dieta balanceada.,Allin mikhuykunata mikhunayki.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,sintomas
Le haré un examen físico completo.,Llapan kuerpuykita qhawasaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe regresar en tres días.,Kimsa p'unchay qhipaman kutimunayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Debe tomar la pastilla después de comer.,Mikhuspa qhipaman pastillata upyanayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Tiene dolor en las articulaciones?,Tulluykikunapi nanayniyuqchu kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,sintomas
Debe evitar el frío.,Ama chiriyman riychu.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Voy a medir su nivel de azúcar.,Azukarniykita qhawasayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe completar todo el tratamiento.,Llapan hampita tukunayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Ha tenido escalofríos?,Chhirimanchayniyuqchu kanki?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Debe usar mascarilla si tiene tos.,Uqhuyniyoq kaspa maskarata churakuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Le recomiendo reposo absoluto.,Sumaq samayta ruwanayki.,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
¿Tiene náuseas?,sunqukutichikuytachi ruwasasunki?,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Debe hidratarse constantemente.,Sapa kuti unuta ujanayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Necesita una prueba de laboratorio.,Laboratoriopi qhawachikunayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe vacunarse contra la influenza.,Influenza unquymanta t'irpuchikunayki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Regrese si presenta nuevos síntomas.,Musuq nanaykuna kaptinqa kutimunayki.,1,DOLOR_LOCALIZADO,lectura,formal,sintomas
Debe evitar automedicarse.,Ama kikillayki hampikunkichu.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
Voy a escuchar sus pulmones.,Pulmonniykita uyarisayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,sintomas
Debe tomar abundante líquido.,Achka unuta millp'unaki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,sintomas
¿Ha perdido el apetito?,Mikhuy munayniykita chinkachinkichu?,0,GESTION_SALUD_GENERAL,lectura,formal,sintomas
Lávese las manos.,makiykichikta makllikuychik,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Use mascarilla.,maskarillata churakuy,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Vacune a su hijo.,Wawaykita vacunachiy.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,vacunacion
Coma verduras.,Q’umir qhurakunata mikhuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Hierva el agua.,unuta t'impuchiy,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Limpie su casa.,Wasiykita pichay.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Ventile el cuarto.,Cuartoykita wayrachiy.,5,INSTRUCCIONES_MEDICACION_DOSIS,lectura,formal,prevencion
No fume tabaco.,Ama sayrita ukyaychu.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Haga ejercicio.,Cuerpoykita kuyuchiy.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,prevencion
Beba agua pura.,Ch’uya unuta ukyay.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Cepille sus dientes.,Kiruykita machakuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Use ropa limpia.,Ch’uya p’achata churakuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Coma a su hora.,timpullampi mukhuy,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Traiga su carnet.,Carnetniykita apamuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,seguimiento
Cuide su peso.,Llasayniykita qhaway.,0,GESTION_SALUD_GENERAL,lectura,formal,seguimiento
Vuelva mañana.,Paqarin kutimuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,seguimiento
No falte a cita.,citaykiman hamunkipuni,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,seguimiento
¿Cómo se siente?,imahinan kachkanki,0,GESTION_SALUD_GENERAL,lectura,formal,seguimiento
Ya está sano.,¿allinñachu kachkanki?,0,GESTION_SALUD_GENERAL,lectura,formal,seguimiento
Coma lentejas.,Lentejasta mikhuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Use zapatos.,usutata churakuy,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Evite moscas.,Ch’uspikunamanta amachakuy.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Lave las frutas.,Rurukunata maylliy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Duerma temprano.,Utqaylla puñuy.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Cuide sus ojos.,Ñawiykita qhaway.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
No use basura.,q'upataqa wikch'upuy/ q'upataqa wikch'uy,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Mate los piojos.,usakunata sipiy,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Corte sus uñas.,Silluykita kuchuy.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Use repelente.,Repelenteta churakuy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,prevencion
Tape la comida.,mikhunata tapay,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
No beba del río.,ama mayu unutaqa upyaychu,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Use letrina.,letrinapi hisp'ay,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Beba leche fresca.,llamp'u ñukñuta upyay,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Coma huevo.,Runtuta mikhuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
No ande descalzo.,Ama q’ala chaki puriychu.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,prevencion
Use sombrero.,Sombreroykita churakuy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,prevencion
Lave su ropa.,P’achaykita t’aqsay.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Evite el humo.,Q’osñimanta amachakuy.,1,DOLOR_LOCALIZADO,lectura,formal,prevencion
Coma pescado.,Challwata mikhuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Tome vitaminas.,Vitaminasta ukyay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Venga al control.,Controlniykiman hamuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,seguimiento
Traiga al bebé.,wawata apamuy,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,seguimiento
¿Mejoró el dolor?,imaynan nanayniyki kachakan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,lectura,formal,seguimiento
No use salitre.,Ama kachita ukyaychu.,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Coma quinua.,kuñuata mikhuy,2,PROCEDIMIENTOS_DIAGNOSTICOS,lectura,formal,prevencion
Beba mate caliente.,q'uñi matita upyay,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Use jaboncillo.,jabonwan mariykita makllikuy,6,DOLOR_PECHO_RESPIRATORIO,lectura,formal,prevencion
Cuide su sangre.,Yawarniykita qhaway.,4,RESPIRATORIO_CARDIACO_URGENCIA,lectura,formal,prevencion
Vuelva en un mes.,huk killamanta kutimuyki,1,DOLOR_LOCALIZADO,lectura,formal,seguimiento
Gracias doctor.,Añay doctor.,1,DOLOR_LOCALIZADO,lectura,formal,seguimiento
¿Cómo se siente el día de hoy?,Imayna kashanki kunan punchawpi?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,sintomas
¿Dónde empezó el dolor?,Maypitaq qallarin chay nanay?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
¿El dolor es fuerte o leve?,Sinchichu utaq pisillachu chay nanay?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
¿Te duele más en la noche?,Sinchichu tuta nanasunqui?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
¿Puedes mover el brazo sin dolor?,Rikraykita kuyuyta atinkichu mana nanaywan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
Te voy a medir la temperatura.,Ruphaykita tupaysaki kunan.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
Voy a revisar tu presión arterial.,Yawar ñit’iykita tupusqayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
Respira profundo por favor.,Allinta samayta apay.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,diagnostico
Siéntate aquí para revisarte.,"Kaypi tiay, qhawaykusqayki.",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,diagnostico
Ponte de pie despacio.,Pisillawan sayariy.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,diagnostico
Es una infección leve.,Kay onqoy pisilla.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
Necesitas tratamiento rápido.,Usqhaytaa hampichikuyta necesitanki,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,tratamiento
Toma esta medicina todos los días.,Kay hampita sapa punchay ujayunki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,medicacion
Aplica la pomada en la herida.,Chay hampita churay llagaman,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,formal,medicacion
Lava tus manos antes de comer.,Manaraq mihunki maylliy makiykita.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,prevencion
Bebe agua hervida.,Uhay unu thimputa,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,formal,prevencion
Descansa y no trabajes mucho.,"Samay, ama  llamk’aychu sinchiyta.",4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,tratamiento
Regresa en tres días para control.,Kimsa punchawpi kutimunki qhawasaki.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,seguimiento
No comas comida grasosa.,Ama mihunkichu qhurpu mihunata.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,tratamiento
Te duele el pecho al respirar?,Nanasunkicho q’asqoykita samayoctiki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
Tienes presión alta.,Yawar sinchi kanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
Tienes presión baja.,Yawar pisi kanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
¿Desde cuándo tienes fiebre?,Hayk’aqmantataq ruphay kanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,sintomas
Es un dolor muscular.,Kayqa aycha nanaymi.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,diagnostico
Es un dolor de hueso.,Kayqa tullu nanaymi.,0,GESTION_SALUD_GENERAL,dialogo medico,formal,diagnostico
Voy a desinfectar la herida.,Chy llagata hampisaq,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,tratamiento
Coloca la venda correctamente.,Allinta watayta churay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,tratamiento
Tienes tos seca.,Kan kashanki chaqui uhuyuq,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,formal,diagnostico
Tienes tos con flema.,Kan uhushanki qotuyucta,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,formal,diagnostico
Hay flema en tu pecho.,Q’asqoykipi q'oto kashan.,0,GESTION_SALUD_GENERAL,dialogo medico,formal,diagnostico
No es una enfermedad grave.,Mana onqoyniqui sinchichu.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,formal,diagnostico
Puede ser grave si no te tratas.,Mana hampikuctiqui peorasunquiman.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
Toma solo esta dosis.,Kay q’ipi hampillata upyay.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,medicacion
Vamos a cambiar la medicina.,Hampita kutichisunchik.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,medicacion
¿Tienes picazón en la piel?,Qaraykipichu seqsin?,0,GESTION_SALUD_GENERAL,dialogo medico,formal,sintomas
Tu piel está sana.,Qarayki allinmi kashan.,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,formal,diagnostico
Hay inflamación en esa parte.,Chaypi punkiy kan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,formal,diagnostico
No bebas alcohol por ahora.,Kunanqa ama upyaychu.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,tratamiento
Come solo comida ligera.,Pisilla mikhuyta mikhuy.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,formal,tratamiento
Te haré una revisión completa.,Tukuypi qhaway ruwasqayki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,formal,diagnostico
