espanol,quechua_texto,tema_clean,tipo_habla_clean,nivel_formalidad,formal_bin,n_tokens_esp,len_esp,len_que
Ventile las habitaciones de su casa para permitir la entrada de aire puro.,"Wasiykipi cuartokunata wayrawan yayachiy, chaynapi sumaq wayra yaykumunanpaq.",PREVENCION,lectura,formal,1,13,74,77
Siga exactamente las dosis indicadas por el médico en su receta.,Dosiskunata qatipay doctorpa nisqanman hinapuni.,PREVENCION,lectura,formal,1,11,64,48
El estrés constante puede causar dolores musculares y migrañas.,"Sapa kuti estrés nisqapiqa aycha nanaymi, migrañapas.",PREVENCION,lectura,formal,1,9,63,53
El consumo de tabaco aumenta el riesgo de padecer cáncer de pulmón.,Tabacota ukyayqa pulmonmanta cáncer onqoytan astawan yapan.,PREVENCION,lectura,formal,1,12,67,59
Verifique siempre la fecha de vencimiento de sus medicinas.,Sapa kuti qhaway hampikunayki p’unchay tukukuyninta.,PREVENCION,lectura,formal,1,9,59,52
Realice ejercicios de estiramiento si trabaja muchas horas sentado.,Unay tiempo tiyaspaqa ejercicios de estiramiento nisqakunata ruway.,PREVENCION,lectura,formal,1,9,67,67
La desnutrición infantil afecta el desarrollo cerebral de los menores.,Wawakunapa mana allin mikusqankuqa warmakunapa uma wiñaynintam sasachan.,PREVENCION,lectura,formal,1,10,70,72
Use ropa abrigadora durante la temporada de heladas y friaje.,Chiri ruphaypi q’uñi p’achawan churakuy.,PREVENCION,lectura,formal,1,10,61,40
Informe al doctor si siente algún efecto secundario por el tratamiento.,Doctorniykiman willay sichus hampichikuymanta ima efectos secundarios kaqtapas rikunki chayqa.,PREVENCION,lectura,formal,1,11,71,94
Mantenga su carnet de vacunación en un lugar seguro y accesible.,Vacunación registroykita waqaychay huk allin chaymanta mana sasachakuspalla chayanapaq sitiopi.,PREVENCION,lectura,formal,1,11,64,95
El lavado de dientes debe realizarse después de cada comida principal.,Sapa hatun mikhuy tukukuptin kiruykikunata maqchiy.,PREVENCION,lectura,formal,1,11,70,51
Evite el contacto directo con personas que presenten síntomas de gripe.,Ama gripeman rikch’akuq sintomakunayuq runakunawanqa allinta tupaychu.,PREVENCION,lectura,formal,1,11,71,70
Una comunidad informada es una comunidad más saludable y fuerte.,"Willasqa ayllu llaqtaqa aswan qhali, aswan kallpasapa ayllu llaqtam.",PREVENCION,lectura,formal,1,10,64,68
Siente algún dolor punzante al mover el brazo derecho?,¿Paña makiykita kuyuchispa ima sinchi nanaytapas sientenkichu?,PREVENCION,lectura,formal,1,9,54,62
Me duele mucho la muela y tengo la cara un poco hinchada.,"Kiruymi anchata nanawan, uyaypas pisillatam punkirun.",PREVENCION,lectura,formal,1,12,57,53
El bebé ha estado llorando mucho y tiene la barriga dura.,"Wawaqa anchata waqasqa, sinchi wiksayuq.",PREVENCION,lectura,formal,1,11,57,40
¿Ha notado si su orina tiene un color más oscuro de lo normal?,¿Repararqankichu urinayki sapa kutimanta aswan yana kaptin?,DIAGNOSTICO,lectura,formal,1,13,62,59
Tome este jarabe de hierbas solo si la tos persiste por la noche.,Kay qura jarabetaqa tutapi tos mana chinkaptinlla upyana.,DIAGNOSTICO,lectura,formal,1,13,65,57
"Doctor, siento que me falta el aire cuando subo las escaleras.","Doctor, escaleraman wichaspayqa pisi samayniyuqmi tarikuni.",DIAGNOSTICO,lectura,formal,1,11,62,59
¿Se ha puesto la vacuna contra la influenza este año?,¿Kay wata gripe vacunata hap’irqankichu?,DIAGNOSTICO,lectura,formal,1,10,53,40
"Por favor, abra la boca y diga ""ah"" para revisar sus amígdalas.","Ama hina kaspa, simiykita kichaspa ""ah"" niy, chaynapi amígdalas nisqaykikunata qawanaypaq.",DIAGNOSTICO,lectura,formal,1,12,63,90
¿Siente que el dolor se desplaza hacia su espalda o se queda aquí?,¿Wasanmanchu nanayqa kuyuchkanman hinachu icha kaypichu qipanman?,DIAGNOSTICO,lectura,formal,1,13,66,65
Necesito que guarde reposo y no levante objetos pesados por una semana.,"Necesitayki samarinaykita, manataq llasa kaqkunata huk semanata hoqarinaykita.",DIAGNOSTICO,lectura,formal,1,12,71,78
¿Ha tenido mareos después de tomar el medicamento que le receté?,¿Qanchu umayki muyurirqanki kamachisqay hampita tomaspayki?,DIAGNOSTICO,lectura,formal,1,11,64,59
"La presión está un poco alta, vamos a esperar diez minutos y medirla de nuevo.",Yawar ñit’iyniykiqa pisillatan yapakun; chunka minututa suyaspa hukmanta hap'isunchik.,DIAGNOSTICO,lectura,formal,1,15,78,86
¿Ha usado alguna pomada o crema antes de venir a la consulta?,¿Manaraq citaman hamushaspa ima pomadatapas otaq crematapas utilizarqankichu?,DIAGNOSTICO,lectura,formal,1,12,61,77
Siento un ardor constante en la garganta después de comer.,Mikhusqay qhepamanmi sapa kutilla kunkaypi ruphachiwan.,DIAGNOSTICO,lectura,formal,1,10,58,55
Vamos a limpiar esta herida con suero fisiológico para evitar infecciones.,Kay k’iritaqa salina solucionwanmi pichasaqku mana infección kananpaq.,DIAGNOSTICO,lectura,formal,1,11,74,70
¿Cuántas horas ha dormido usted en promedio esta última semana?,¿Hayka horatataq kay pasaq semanapi promediopi puñurqanki?,DIAGNOSTICO,lectura,formal,1,10,63,58
Mi hija tiene unas manchitas rojas detrás de las orejas.,Ususiyqa rinrinpa qhipanpi wakin puka ch’iqchiyuq.,DIAGNOSTICO,lectura,formal,1,10,56,50
¿Es la primera vez que siente este tipo de malestar estomacal?,¿Kaychu ñawpaq kuti kayhina wiksa nanayniyuq kanki?,DIAGNOSTICO,lectura,formal,1,11,62,51
Debe terminar todo el tratamiento de antibióticos aunque ya se sienta mejor.,Antibióticos nisqawan tukuy kursuta tukunayki tiyan allinña sientekunki chaypas.,DIAGNOSTICO,lectura,formal,1,12,76,80
¿Ha tenido algún problema para ver de lejos o nota la vista nublada?,¿Ima sasachakuypas karqanchu karuta rikuspa otaq mana allintachu rikusqaykita?,DIAGNOSTICO,lectura,formal,1,13,68,78
"Por favor, relaje los hombros para poder examinar su columna.","Ama hina kaspa, hombroykikunata samachiy, chaynapi columna vertebralnikita qawanaykupaq.",DIAGNOSTICO,lectura,formal,1,10,61,88
¿Siente alguna molestia al pasar los alimentos o solo cuando bebe agua?,¿Ima mana allinpas sientekunkichu mikhunata millp’uspa otaq unuta ukyaspalla?,DIAGNOSTICO,lectura,formal,1,12,71,77
Le voy a dar una orden para que se tome una radiografía de tórax.,Huk pedidota qusqayki radiografía de pecho ruwanaykipaq.,DIAGNOSTICO,lectura,formal,1,14,65,56
¿Ha tenido fiebre superior a los treinta y ocho grados hoy?,¿Kunan punchaw 38 grados Celsiusmanta aswan hatun fiebreyuqchu kanki?,DIAGNOSTICO,lectura,formal,1,11,59,69
¿Cuál es el nombre de la comunidad donde nació usted?,¿Ima sutitaq maypi paqarisqayki ayllu?,DIAGNOSTICO,entrevista,formal,1,10,53,38
¿Sabe si sus padres sufrieron de enfermedades del corazón o pulmón?,¿Yachankichu tayta-mamayki sonqo onqoywan otaq pulmonwan onqosqa kasqankuta?,DIAGNOSTICO,entrevista,formal,1,11,67,76
¿Qué tipo de animales crían en su hogar para el consumo propio?,¿Imayna uywakunatataq wasiykipi uywanki kikiykipa mikunaykipaq?,DIAGNOSTICO,entrevista,formal,1,12,63,63
¿A qué distancia se encuentra el río o manantial más cercano?,¿Hayka karutaq aswan qaylla mayu utaq pukyu?,DIAGNOSTICO,entrevista,formal,1,11,61,44
¿Ha trabajado alguna vez en minas o lugares con mucho polvo?,¿Hayk’aqllapas llank’arqankichu minakunapi otaq ñut’u allpakunapi?,DIAGNOSTICO,entrevista,formal,1,11,60,66
¿Utiliza usted plantas medicinales para calmar los dolores de cabeza?,¿Hampi yurakunatachu uma nanayta pisiyachinki?,DIAGNOSTICO,entrevista,formal,1,10,69,46
¿Desde cuándo presenta estos síntomas y con qué intensidad comenzaron?,"¿Hayk’a unayñan kay sintomakunata rikunki, qallariqtintaq hayk’a sinchi karqan?",DIAGNOSTICO,entrevista,formal,1,10,70,79
¿Es alérgico a algún medicamento o alimento?,¿Ima hampikunamanpas otaq ima mikhuykunamanpas alergiayoqchu kanki?,DIAGNOSTICO,entrevista,formal,1,7,44,67
Necesitamos tomarle una muestra de sangre para realizar los análisis correspondientes.,Yawarta hurqunanchikmi pruebapaq.,DIAGNOSTICO,entrevista,formal,1,11,86,33
¿Ha tenido cirugías previas o alguna hospitalización reciente?,¿Ñawpaqpi operachikurqankichu otaq chayllaraq hospitalman yaykuchirqankichu?,DIAGNOSTICO,entrevista,formal,1,8,62,76
"Por favor, mantenga el brazo extendido mientras le colocamos la inyección.","Ama hina kaspa, makiykita mast’ariy inyecciónta quchkaptiyku.",DIAGNOSTICO,entrevista,formal,1,11,74,61
¿Está tomando actualmente algún tratamiento médico?,¿Kunanqa ima hampitapas upyachkanki?,DIAGNOSTICO,entrevista,formal,1,6,51,36
Es importante que permanezca en ayunas antes del examen.,Importantemi manaraq prueba kashaqtin ayunay.,DIAGNOSTICO,entrevista,formal,1,9,56,45
Vamos a monitorear sus signos vitales durante las próximas horas.,Qatiqnin horakunapim qawasaqku señales vitales nisqaykikunata.,DIAGNOSTICO,entrevista,formal,1,10,65,62
"Si el dolor aumenta, avise inmediatamente al personal de enfermería.","Sichus nanay yapakun chayqa, ama hina kaspa enfermerakunaman willay chaylla.",DIAGNOSTICO,entrevista,formal,1,10,68,76
Debe programar una cita de control dentro de quince días.,Iskay semanamantam qatipanaykipaq cita ruwanayki.,DIAGNOSTICO,entrevista,formal,1,10,57,49
"Buenos días Doctor, vengo porque me siento muy mal desde hace varios días","Allin punchay , hampiq ashkay punchawkunaña mana allinchu Kani ,chayraykun hamuni",COND_ESPECIALIZADA,paciente,formal,1,13,73,81
"Buenas tardes Doctor, mi nombre es María y tengo una cita programada","doktura, noqaq sutiymi María,chaymanta huk  cita programasqaymi kani",COND_ESPECIALIZADA,paciente,formal,1,12,68,68
"Hola Doctor, disculpe la demora pero tuve problemas para llegar","Allin p'unchay doktura .Pampachaykuway qhipasqa hamusqayta, chaymi sasachakuykuna karqan chayamunaypaq",COND_ESPECIALIZADA,paciente,informal,0,10,63,102
"Doctor, muchas gracias por atenderme en este horario","Doktur, anchata yupaychani Kay pachapi atiwaqkita",COND_ESPECIALIZADA,paciente,formal,1,8,52,49
"Doctor, vengo referida por el médico del centro de salud de mi comunidad",Doktura aylluy postamanta hampiqpa apachisqanmi hamuni,DIAGNOSTICO,paciente,formal,1,13,72,54
"Buenos días, necesito que me examine porque tengo varios síntomas preocupantes","Allin p'unchay,qanta mañakuni nuqata qhawaykita,achka unquykunan kani chaymi llakikuywan  kashani",DIAGNOSTICO,paciente,formal,1,11,78,97
"Buenas tardes Doctor, he venido a recoger los resultados de mis análisis","Allin sukha,doctur.noqaqa qhawaypa kutichisqankunata hap'ichiq hamurqani",DIAGNOSTICO,paciente,formal,1,12,72,72
"Doctor, me han dicho que usted es especialista en este tipo de problemas","Doktur, nirqankuqa qanmi Kay hina sasachakuykunapi yachaq kanki",COND_ESPECIALIZADA,paciente,formal,1,13,72,63
"Doctor, esta es mi primera vez en este centro médico","Doktura ,kayqa ñuqapa huk kutiñan  Kay hampina wasiman hamuni",COND_ESPECIALIZADA,paciente,formal,1,10,52,61
"Buenos días, vengo acompañando a mi madre que no se siente bien","Allin p'unchay, mamayta yanapaykuspa hamuni,payqa mana allinchu kashan",COND_ESPECIALIZADA,otros,formal,1,12,63,70
"Doctor, me duele mucho la cabeza desde hace tres días y no se me quita","Doktor ,kinsa p'unchaymanta pacha umayqa anchata nanaykuwashan manan Chay nanayqa chinkanchu",SINTOMAS,paciente,formal,1,15,70,92
Tengo un dolor muy fuerte en el estómago que aparece después de comer,Mikhuyta tukuruspan wiksayqa anchata nanaykuhuan,COND_ESPECIALIZADA,paciente,informal,0,13,69,48
Me duele el pecho cuando respiro profundo o cuando me muevo,Sumaqta samaykuyta hap'irqaptin utaq kuyiriktin sunquy nanaykuwan,COND_ESPECIALIZADA,paciente,informal,0,11,59,65
Siento un dolor punzante en la espalda baja que no me deja dormir,"Qhipa uranpi nanayqa t'iksichkallañam kashan ,chaymi puñuyta mana saqiwanchu",SINTOMAS,paciente,informal,0,13,65,76
"Doctor, el dolor en mis rodillas ha empeorado con el frío",Doktor chiriwan ñuqaq muqoykunapi nanayqa  astawanmi nanaykushan,SINTOMAS,paciente,formal,1,11,57,64
Tengo dolores musculares en todo el cuerpo y me siento muy débil,Llapa cuerpoypi aychay nanaykushan anchata waqlla kashani,SINTOMAS,paciente,informal,0,12,64,57
Me duele mucho la garganta al tragar y tengo la voz ronca,"Mikuyta millp'uchkaptin sunquykuna manaqa anchata nanaykuhuan ,hinallataq  rimayniyqa q'ipim kashan ",COND_ESPECIALIZADA,paciente,informal,0,12,57,100
Siento un dolor agudo en el costado derecho que viene y se va,Paña ladunpin nanayqa t'iksichkallañan  hamuni chaymanta ripun,SINTOMAS,paciente,informal,0,13,61,62
"Doctor, me duelen los oídos y siento presión en la cabeza","Doktur ,rinrikuna nanaykuwashan, umaypiqa ñit'iyta hina rikch""akun",SINTOMAS,paciente,formal,1,11,57,66
Tengo un dolor constante en el cuello que se extiende hasta los hombros,Kunkaypi nanayqa Sapa kutin kashan Chay nanayqa rikra kamallan chayamun,SINTOMAS,paciente,informal,0,13,71,71
Me duele mucho una muela y tengo la cara hinchada de ese lado,"Huk kiruymi anchata nanawan, Chay  uyayqa punkisqa kashan ",SINTOMAS,paciente,informal,0,13,61,58
Siento ardor y dolor al orinar desde hace dos días,"Iskay p'unchaymantaña ,ismutay ruwaspa nina hina q'alaqmi,anchata nanawan.",COND_ESPECIALIZADA,paciente,informal,0,10,50,74
"Doctor, tengo calambres muy fuertes en las piernas por las noches","Doktur ,tutakunapi chakiykunapi anchata kallpa tiksichkallañan nanawan",SINTOMAS,paciente,formal,1,11,65,70
Me duele el abdomen del lado izquierdo y también tengo náuseas,"Lluq'i llaqtaymata. Wiksay anchata nanawan, hinallataq sonqo muyuywan kashani",COND_ESPECIALIZADA,paciente,informal,0,11,62,77
Siento un dolor punzante detrás de los ojos que empeora con la luz,Ñawikuna qhipanpi T'iksiy hina anchata nanawan K'anchaywanqa Aswan kalpachkanmi,SINTOMAS,paciente,informal,0,13,66,79
"Doctor, me duelen todas las articulaciones cuando me levanto por la mañana",Doktura paqarinanpi sayarispa llapan tulluykuna anchata nanawan,SINTOMAS,paciente,formal,1,12,74,63
Tengo un dolor muy intenso en el talón que no me deja caminar bien,"Chakipa t'iqrinpi anchata kallpa nanaymi kashan , Allin puriyta mana atiniychu",SINTOMAS,paciente,informal,0,14,66,78
Me duele el brazo derecho y siento hormigueo en los dedos,"Allin makiypi ancha nanaymi, hinallataq ruk'anakunapi kiskichkallañam",SINTOMAS,paciente,informal,0,11,57,69
Siento presión y dolor en el pecho que me asusta mucho,"Ñuqaqa sunquypa t'iqrinpi ñit'iyta hina apretaymi  , hinallataq anchata manchachiwan",SINTOMAS,paciente,informal,0,11,54,84
"Doctor, tengo dolor de muelas que no me deja comer ni dormir","Doktor kiruymi ancha nanaymi, mana Mikuyta ni puñuyta atiniychu",SINTOMAS,paciente,formal,1,12,60,63
Me duele la parte baja del abdomen y también tengo fiebre,"Wiksaypi uraypi ancha nanaymi, hinallataq K'anchaywanqa kashan",COND_ESPECIALIZADA,paciente,informal,0,11,57,62
Siento un dolor sordo en la zona del hígado que me preocupa,Ñuqapa hígado kaq patapi  pisi pisi nanay manchaciwashan,DIAGNOSTICO,paciente,informal,0,12,59,56
"Doctor, me duelen los huesos como si tuviera gripe",Doktur Llapa tulluykuna nanawan gripe hina nanaywan,COND_ESPECIALIZADA,paciente,formal,1,9,50,51
Tengo un dolor pulsátil en la sien derecha que dura horas,"Paña sienapi t'iksichkallañan nanay kashan, horakunata mana tukuchispa",SINTOMAS,paciente,informal,0,11,57,70
Me duele el estómago y siento que me arde por dentro,"Wiksay nanawan,ukhuypi nina hina ruphayta sientikuni ",COND_ESPECIALIZADA,paciente,informal,0,11,52,53
"Doctor, tengo fiebre alta desde anoche y no me baja con nada","Doktur tutamanta Aswan ruphaywan kashani,imaywanpas mana uraykinchu",COND_ESPECIALIZADA,paciente,formal,1,12,60,67
Me siento muy débil y cansado aunque descanse todo el día,"Ancha pisi kallpayuqmi kani,llapan p'unchaymantaña samaqtiypas",COND_ESPECIALIZADA,paciente,informal,0,11,57,62
Tengo escalofríos y sudores nocturnos que me despiertan,Chiri chiriwanmi kani tutaqa ñaq'achkani ch'iqchiwan chaymi puñuyniyta p'a dekichin,COND_ESPECIALIZADA,paciente,informal,0,8,55,83
"Doctor, mi temperatura sube y baja constantemente durante el día","Doktur, p'unchaypi  ruphayniyqa wicharin hinaspa uraykun Sapa kutin ",COND_ESPECIALIZADA,paciente,formal,1,10,64,68
Me siento mareado y con náuseas casi todo el tiempo,"Umayqa muyunmi , hinallataq millay onqoyniywanmi kani Aswan p'unchaykama",COND_ESPECIALIZADA,paciente,informal,0,10,51,72
Tengo mucha fiebre acompañada de dolor de cuerpo,Anchata ruphayniyuqmi kani aychayqa nanayshanmi,COND_ESPECIALIZADA,paciente,informal,0,8,48,47
"Doctor, sudo mucho por las noches y amanezco con la ropa empapada",Duktur tutapi anchata unp'ni paqarinnita p'achayqa llapan uno hina kashan,COND_ESPECIALIZADA,paciente,formal,1,12,65,73
Me siento muy cansado y sin energía para hacer mis actividades diarias,"Anchata sayk'usqallaña kani,mana kallpayuqmi kani Sapa p'unchay ruwanaykunapaq",COND_ESPECIALIZADA,paciente,informal,0,12,70,78
Tengo la sensación de que me voy a desmayar cuando me pongo de pie,Sayarispa desmayayman hina  yuyaymi kani,COND_ESPECIALIZADA,paciente,informal,0,14,66,40
"Doctor, siento que todo me da vueltas y pierdo el equilibrio","Doktur llapallan muyunmi hina rikch'akun, hinaspa equilibrioyta chinkashan",COND_ESPECIALIZADA,paciente,formal,1,11,60,74
Tengo temblores en el cuerpo y me siento muy débil,Aychaypi ch'iqchiyuqmi Kana hinaspa Anchata pisi Kallpayuqmi kani,COND_ESPECIALIZADA,paciente,informal,0,10,50,65
Me siento confundido y con dificultad para concentrarme,"Yuyayniqa pantaychasqami kashan, mana allinta yuyayman churakuyta atishanichu",COND_ESPECIALIZADA,paciente,informal,0,8,55,77
"Doctor, tengo náuseas constantes y he vomitado varias veces","Doktur Sapa kuti millay onqoyniyuqmi kani,askha kutita q'ipiykuni",COND_ESPECIALIZADA,paciente,formal,1,9,59,65
Siento que me falta el aire incluso cuando estoy en reposo,"Samayniyqa pisi kanman hina yuyaymi kani, samashaqtipas",COND_ESPECIALIZADA,paciente,informal,0,11,58,55
Tengo palpitaciones fuertes que me asustan mucho,"Sonqoymi  sinchita takin ,chaymi anchata mancharichiwan",COND_ESPECIALIZADA,paciente,informal,0,7,48,55
"Doctor, me siento ansioso y con miedo sin razón aparente","Doktur, imay raykucha hukman mancharisqan kashani.",COND_ESPECIALIZADA,paciente,formal,1,10,56,50
Tengo problemas para dormir y me despierto muchas veces en la noche,"Sasatan puñuyta atini, tutatakmi sapa kuti rikcharini",COND_ESPECIALIZADA,paciente,informal,0,12,67,53
Me siento hinchado y pesado después de cada comida,Sapa mijuktiymi p'unkisqa llasasqa wiksay kan.,COND_ESPECIALIZADA,paciente,informal,0,9,50,46
"Doctor, he perdido el apetito completamente en las últimas semanas","Doktur, manan mijunayawanchu kay qepa semanakunapi",COND_ESPECIALIZADA,paciente,formal,1,10,66,50
Siento que mi corazón late muy rápido o se salta latidos,Sonqoypas kuyurin supayta otaq phawan kuyurispa,COND_ESPECIALIZADA,paciente,informal,0,11,56,47
"Doctor, tengo mucha tos con flema amarilla desde hace una semana","Doktur, huk semanañan supay qellu flemayoj ujuyan kani.",COND_ESPECIALIZADA,paciente,formal,1,11,64,55
Me falta el aire cuando subo escaleras o hago esfuerzos pequeños,"Escalerata seqaytimi mana samayniyuq kani, otaq kallpachakuni chikanta.",COND_ESPECIALIZADA,paciente,informal,0,11,64,71
Tengo tos seca que me irrita mucho la garganta,"Ch'aki ujuwanmi kani, tonqorniytaq q'arawan supayta.",COND_ESPECIALIZADA,paciente,informal,0,9,46,52
"Doctor, respiro con dificultad y escucho silbidos en mi pecho","Doktur, sasatan samayniy lloksimun, hinataq qasqoypis silvarin.",COND_ESPECIALIZADA,paciente,formal,1,10,61,63
Tengo congestión nasal severa que no me deja respirar bien,"Senqaypi qoña hunt'ayuq kani, chaymi hark'awashan allinta samayta.",COND_ESPECIALIZADA,paciente,informal,0,10,58,66
Me duele el pecho cuando toso y la tos es muy persistente,"Qasqoymi nanawan ujuktiy, ujuypas sinchi mana tukukuq.",COND_ESPECIALIZADA,paciente,informal,0,12,57,54
"Doctor, toso sangre en pequeñas cantidades y estoy muy preocupado","Doktur, pisi yawarta ujushani chaymi ancha llakisqa kashani.",COND_ESPECIALIZADA,paciente,formal,1,10,65,60
Tengo mucha flema que no puedo expulsar fácilmente,Achka flemayukmi kani manataqmi chaytaqa qarkuyta atinichu.,COND_ESPECIALIZADA,paciente,informal,0,8,50,59
Siento opresión en el pecho y dificultad para respirar hondo,"Qasqoymi ñit'ywan, chaytaqmi sasatan samaytapas atini.",COND_ESPECIALIZADA,paciente,informal,0,10,60,54
"Doctor, tengo tos que empeora por las noches y no me deja dormir","Doktur,ujuwanmi kani chaymi tuta ashwanta yapakun mana puñuchiwaspa.",COND_ESPECIALIZADA,paciente,formal,1,13,64,68
Me ahogo fácilmente y tengo que parar constantemente para respirar,"Faciltan samayniy chinkapun, samanaypaqtaqmi sayani sapa kutilla",COND_ESPECIALIZADA,paciente,informal,0,10,66,64
Tengo la nariz tapada y dolor en los pómulos y frente,"Senqaymi wichqasqa, uyaypas mat'iypas nanawanmi.",COND_ESPECIALIZADA,paciente,informal,0,11,53,48
"Doctor, escucho ruidos raros cuando respiro profundo","Doktur, allinta samaykuqtiymi mana riqsisqa qapariykunata uyarini.",COND_ESPECIALIZADA,paciente,formal,1,7,52,66
Tengo secreción nasal verde y mal olor en la nariz,Qomer qoña  senqaypi kan chaytaqmi millayta asnan.,COND_ESPECIALIZADA,paciente,informal,0,10,50,50
Me cuesta mucho respirar cuando estoy acostado,Puñuspa kaspayqa anchatan kallpachakuni samykunaypaq,COND_ESPECIALIZADA,paciente,informal,0,7,46,52
"Doctor, tengo diarrea desde hace tres días y me siento muy débil","Doktur, kimsa p'unchayñan q'echawan kashani, mana kallpaypas kanñachu.",COND_ESPECIALIZADA,paciente,formal,1,12,64,70
Sufro de estreñimiento severo y me duele cuando voy al baño,Ñisuta ñaqarini akakunaypaq chaytaq nanawan hisp'akuy riktiy.,COND_ESPECIALIZADA,paciente,informal,0,11,59,61
Tengo acidez estomacal que sube hasta la garganta,"Wiksa nanayniyuqmi kani, chaymi kunkaykama wicharin.",COND_ESPECIALIZADA,paciente,informal,0,8,49,52
"Doctor, vomito todo lo que como y tengo el estómago revuelto","Doktur, llapa mijusqaytan kutichimuni, chaymi wiksaypas tiqrakun.",COND_ESPECIALIZADA,paciente,formal,1,11,60,65
Tengo gases excesivos y hinchazón abdominal muy molesta,"Wiksaymi p'unkin ñisuta, supinayawanmi anchata.",COND_ESPECIALIZADA,paciente,informal,0,8,55,47
Me sale sangre cuando voy al baño y estoy muy preocupado,"Hisp'aq riqtiymi, yawar lloqsimun, chaymi ancha llakisqa kashani.",COND_ESPECIALIZADA,paciente,informal,0,11,56,65
"Doctor, tengo náuseas constantes especialmente por las mañanas","Doktur, sapa achijaymi sonqomuyuywan kani.",COND_ESPECIALIZADA,paciente,formal,1,8,62,42
Siento que la comida se me queda atorada en el pecho,"Mijuna mijusqaymi, qasqoy uhullapi tarikun.",COND_ESPECIALIZADA,paciente,informal,0,11,52,43
Tengo mucha sed todo el tiempo y la boca muy seca,"Anchatan ch'akiwan sapakuti, chaymantapas simiy ch'akillaña",COND_ESPECIALIZADA,paciente,informal,0,11,49,59
"Doctor, he notado que mis heces son muy oscuras o negras","Doktur, hatun hispayta ruwaqtiymi , ñisu yanallaña lloqsimun",COND_ESPECIALIZADA,paciente,formal,1,11,56,60
Tengo cólicos intestinales muy fuertes que aparecen de repente,Sinchitan ch'unchilniykuna nanan nanan qonqayllamanta rijurin,COND_ESPECIALIZADA,paciente,informal,0,9,62,61
Me duele el estómago y tengo eructos constantes con mal sabor,"wiksaymi nanawan, qapapakuni asnallataña sapa kuti.",COND_ESPECIALIZADA,paciente,informal,0,11,61,51
"Doctor, tengo la lengua blanca y mal aliento persistente","Doktur, qalluypas yuraqllañan asnallañataq",COND_ESPECIALIZADA,paciente,formal,1,9,56,42
Siento ardor en la boca del estómago después de cada comida,Wiqsay q'uchupin sinchita rup'an sapa mijuyta tukuqtiy,COND_ESPECIALIZADA,paciente,informal,0,11,59,54
Tengo dificultad para tragar incluso líquidos,Sasatan  millp'uni unutapis,COND_ESPECIALIZADA,paciente,informal,0,6,45,27
"Doctor, he perdido mucho peso sin hacer dieta ni ejercicio","Doktur, sinchitan tulluyaruni, allintan mijuchanipas.",DIAGNOSTICO,paciente,formal,1,10,58,53
Tengo reflujo ácido que me quema la garganta por las noches,"Hayaqniytan kutichini sapa tuta, chaymi tonqoriyta q'arachin",COND_ESPECIALIZADA,paciente,informal,0,11,59,60
Siento náuseas cuando huelo ciertos alimentos,Sonqoymi muyun wakin mijunakunawan,COND_ESPECIALIZADA,paciente,informal,0,6,45,34
"Doctor, tengo hipo frecuente que dura mucho tiempo","Doktur, sinchitan hiq'ipakuni mana tukukuq hina",COND_ESPECIALIZADA,paciente,formal,1,8,50,47
Tengo inflamación abdominal que empeora durante el día,Wiksaymi ñisuta p'unkin tukuy p'unchay,COND_ESPECIALIZADA,paciente,informal,0,8,54,38
"Doctor, me salió un sarpullido rojo que me pica muchísimo","Doktur, puka granoskunan lloqsiruwan, chaymi sinchita seqsiwan",COND_ESPECIALIZADA,paciente,formal,1,10,57,62
Tengo manchas en la piel que han ido creciendo de tamaño,"Qara muru lloqsiruwan, chaymi wiñaykushan",DIAGNOSTICO,paciente,informal,0,11,56,41
Me salen ronchas por todo el cuerpo que aparecen y desaparecen,"Granuskunan lloqsiruwan llapa cuerpuypi, chinkaruntaq rijurimuntaq",COND_ESPECIALIZADA,paciente,informal,0,11,62,66
"Doctor, tengo la piel muy seca y agrietada en las manos","Doktur, ch'akillaña cuerpuypas, makiypas p'aspallana, .",COND_ESPECIALIZADA,paciente,formal,1,11,55,55
Tengo una herida que no cicatriza y se ve infectada,"Qirin kashan mana chinkaq, hinaspapas infectakuchanmi",COND_ESPECIALIZADA,paciente,informal,0,10,51,53
Me pica todo el cuerpo especialmente por las noches,Sapa tutantan cuerpuy seqsen,COND_ESPECIALIZADA,paciente,informal,0,9,51,28
"Doctor, tengo ampollas en los pies que me duelen mucho","Doktur, chakiykunapi phusullukuna kashan, anchatan nanawan",SINTOMAS,paciente,formal,1,10,54,58
Noto cambios en un lunar que me preocupan bastante,"Huk lunarniypin tikrakuykunatan reparani,chaymi anchata llakikuni.",DIAGNOSTICO,paciente,informal,0,9,50,66
Tengo hongos en las uñas de los pies que no se curan,"Chaki silluykunapin k'allanpakuna kashan, manataqmi qaliyanchu",COND_ESPECIALIZADA,paciente,informal,0,12,52,62
"Doctor, me sale pus de una herida y está muy inflamada","Doktur, huk k'iriymi  ñisu p'unkiskqa, q'eataqmi lloqsimushan.",COND_ESPECIALIZADA,paciente,formal,1,11,54,62
¿Puedo seguir amamantando a mi bebé con este tratamiento?,Kay hampiwan wawayta ñuñuchiytaqa atiniychu?,TRATAMIENTO,paciente,formal,1,9,57,44
¿Cuándo debo regresar para la próxima consulta?,Hayk’aqmi kutimunay kachkan hamuq tapukuypaq?,SEGUIMIENTO,paciente,formal,1,7,47,45
